Sampling Freq:,Counter:,Time:,F3:,F4:,P7:,FC6:,F7:,F8:,T7:,P8:,FC5:,AF4:,T8:,O2:,O1:,AF3:
,3928,134.3199603480409,-2692,-5093,5055,5820,7752,5456,6938,5348,2285,-5566,6076,-7845,-7770,-4609
,3929,134.3525432078914,-111,-1216,7008,2805,-2777,-6840,-5784,-4847,8033,7914,-8013,-7735,5212,-6419
,3930,134.38314902927112,-3045,-2311,-5681,7132,-5086,-6230,7776,2916,-385,631,3253,2099,-2059,-1208
,3931,134.41485947759656,7517,719,3505,-2671,-7998,2493,2274,8041,-638,7362,1,6254,-7888,-7527
,3932,134.44814197727797,-7793,-2638,-2082,4089,-271,6860,-4238,-2929,-1225,-7239,2009,-5543,-241,198
,3933,134.47917374075521,5080,-3439,1423,5892,4578,-6516,-4417,6077,-2742,-5695,3109,-4703,6791,2527
,3934,134.51126608294922,1978,6466,243,1272,3678,-4673,-3995,-6008,-5987,-3291,-6307,-2422,4619,4631
,3935,134.5431005505601,5115,461,-1609,-3981,-2254,-5618,-191,1551,-7683,6913,5600,2051,-4486,-3613
,3936,134.57441969665737,2003,1197,891,-1888,-5741,6403,-1361,4724,-1218,-6892,-6401,-7811,-4694,-2592
,3937,134.60807510950048,-786,2860,2477,-836,5108,-226,2643,-2472,-6432,6796,-7701,-6317,1052,-6713
,3938,134.64221376990403,-1666,922,2363,7863,-2585,4179,-1077,297,2101,4452,738,4757,-5444,5536
,3939,134.67861556844025,-336,970,1263,3129,3224,-8008,6691,-774,-3796,-3591,615,-5643,5754,2519
,3940,134.71078959230158,3755,-5295,38,-317,3161,4437,-7578,-7859,-199,4175,2919,1090,1315,-7493
,3941,134.74397971899796,-190,3008,6238,6864,6215,3554,2792,-8188,-1574,2206,-5781,-1676,7810,2380
,3942,134.77697611901746,-7047,-7515,7154,3946,4688,2833,-7228,-2615,6987,1973,2611,-2638,5558,-4870
,3943,134.8093306123217,-4644,-7158,-1770,-5395,3088,3906,-415,7631,-7109,-3878,-963,-3435,-7840,786
,3944,134.84050863302522,-5446,-7294,-689,2530,-6212,3335,6780,3436,-2777,726,-2794,3379,1024,2002
,3945,134.8724761006284,-7403,8068,5972,2987,4600,-8108,5926,-2023,-2658,4598,-7645,7316,687,4192
,3946,134.90687477387863,-8131,514,-7235,-6787,7318,2777,3625,5373,3898,2226,-896,4567,-5543,-7988
,3947,134.94094415454342,901,5697,3337,7163,-2054,-1332,5303,-1059,2329,7054,1696,-4660,2356,-2412
,3948,134.97246686332988,-2589,2139,-65,4627,7273,-3858,-2732,-7628,-1167,-773,530,5694,-7270,3184
,3949,135.00417217982283,2539,-6971,-2939,-5292,-1508,3151,3010,-4362,-2105,-7663,4480,8168,4889,-6668
,3950,135.03644242554353,-177,-2232,-6275,3393,2980,6694,-4228,4713,3898,-6628,-159,2527,376,-1393
,3951,135.06700590930512,2121,-1326,1387,4646,-506,5998,-2413,3978,-5006,4556,7266,32,1599,2713
,3952,135.09691465677022,474,-399,5919,7689,-3532,4087,1847,-6865,-6079,1162,4992,666,-6184,-6421
,3953,135.12783138166893,1858,6813,-6287,872,-4221,-7649,-6375,-4015,-2862,5485,3821,-2783,6309,-3397
,3954,135.15846799404366,-2126,-3209,-8184,-3102,-3355,3817,-947,6201,2238,7523,-6823,-5749,490,-3359
,3955,135.18956946491238,95,7287,6218,-335,-1238,8040,-7586,6396,776,1936,-4389,3316,-8173,1358
,3956,135.2203121351588,1745,-7923,-5875,3291,5590,-7779,-7483,-6152,6204,-6529,4385,3219,-5882,-5176
,3957,135.25057754498266,7402,7615,-2148,-6754,-3602,-2560,-2386,-6362,752,6920,-7628,7029,897,-1301
,3958,135.2814822956055,3940,-3290,3563,6416,5455,-7000,-2295,7365,1374,-6408,2646,5525,-601,7913
,3959,135.3129340140424,-6698,-5007,-6857,-836,-5869,-3625,6359,-2632,6790,4047,-1938,6283,-7078,2651
,3960,135.35990610457134,4844,-4582,-7360,1293,-144,-3766,-835,3873,-1049,3411,7704,-2987,-1482,-3984
,3961,135.3920416396889,-2134,-1622,897,7849,-3331,-1788,956,-2330,5851,6889,7008,3311,3252,-1481
,3962,135.4230550140997,-5348,3340,4131,6463,-5250,-3553,-2796,-1360,7338,-5561,1283,4408,3730,-5830
,3963,135.4556421504773,2434,-1913,8151,4760,1766,4901,2742,5744,-7065,-4050,5177,5264,1400,1230
,3964,135.48731667597525,-3374,-5730,-1395,-7943,-1004,-6834,-1096,7119,771,3723,138,-5201,5944,-2890
,3965,135.5180572079581,1277,4253,7800,-843,-87,97,-7120,1468,-4558,-210,-6191,-7640,369,-6613
,3966,135.54837265314885,6740,-4448,-1834,6219,5895,-6480,1897,-4269,1515,5447,5894,2823,-5512,4302
,3967,135.58250746467803,-3361,-3531,35,-7665,5780,6256,7051,5147,-1226,5378,-4765,5851,5193,-6231
,3968,135.61328049826673,3580,445,1311,-1401,-907,-6733,-2166,6647,-7402,-3697,1050,5176,8106,-7311
,3969,135.64525438066053,989,7623,-2510,7497,763,-811,-7715,-2262,1655,-3436,-3513,4482,3697,2877
,3970,135.67502029212102,5339,-1789,3799,6248,6604,6834,-4643,-800,3168,5567,7243,-260,-6517,1206
,3971,135.7068710105348,-4386,3014,-7332,-4051,-7642,2634,-8119,-7241,4999,-5445,-5395,1147,-6427,6687
,3972,135.73716592839554,-4554,-3239,4119,3042,686,-2721,-718,7555,-1125,-4012,1758,-989,-8046,-2879
,3973,135.7686984731943,2806,5073,655,4955,5512,3528,1706,-171,5164,-2168,-6064,-7968,-3487,-5742
,3974,135.80054748099724,4681,6999,-3790,-527,-6438,-2756,-5505,-5825,5808,919,2905,-2496,-124,-1583
,3975,135.83176869462432,6896,-7669,-1081,7351,-3285,-667,-5928,1833,-2265,-5912,3551,2918,-7730,486
,3976,135.86644919100937,-509,-4114,-640,-4646,-2098,765,4179,5520,5663,-6346,-6210,4944,-5368,-1686
,3977,135.89697204776368,3226,-3749,5402,6761,-4939,856,-33,-364,3686,-727,6257,-3655,-7922,2986
,3978,135.92702919071857,-5660,-3517,4129,-2333,-5867,7744,3207,5642,1561,-7318,-4496,1862,7017,-2697
,3979,135.9593268062126,-2456,3860,-2638,4404,-5197,-117,-3903,-3608,-2010,1265,-4565,5030,-5544,3053
,3980,135.9889999170354,5306,-814,-1762,-2282,-7011,3350,3471,3384,-3449,1426,4522,-7367,-3039,-1407
,3981,136.0219308861905,4631,5371,4925,-6608,545,-3034,-4955,206,-2479,593,5584,-7349,-7362,-461
,3982,136.054359791066,-7913,-957,5033,231,7286,4637,5669,3289,-4414,6553,-4773,5721,3685,6378
,3983,136.0855887024418,2709,3995,6734,-7442,3797,5457,4241,-5443,3980,-3565,1850,-4399,3637,6754
,3984,136.117925661985,7112,1731,2297,-3727,-5239,515,-1045,1295,-5215,2702,-2277,-5155,5283,8000
,3985,136.1479922132995,-5,-3293,-187,-7421,7825,1064,1821,-5213,-7233,-3042,-1348,-6359,8166,-6319
,3986,136.1804831278177,-7122,-7216,-2865,-7342,-1077,1267,-5981,1376,3727,-646,7682,-6265,-1761,1273
,3987,136.21033456981988,5346,-1789,-6784,7380,-7330,2251,-4004,-831,-875,-1954,5586,7234,6745,6790
,3988,136.24301792805684,-8147,195,1246,2815,8052,-6456,1986,-5101,1239,2249,-1956,5750,7838,1004
,3989,136.27487420595583,2494,-6826,-4586,875,-4482,3997,5259,5279,7050,-4176,3820,-6697,-5585,5975
,3990,136.3063721108852,5467,4483,3702,4303,-5986,4073,-4500,-5760,-2082,6104,5671,-7058,5150,799
,3991,136.3368278261643,-3642,-3717,600,-5708,5860,-7129,-551,-8052,-7059,-3863,-2700,3130,-1507,3514
,3992,136.369655303364,5496,36,4638,4802,-6877,-4646,-5828,4249,77,4962,1979,855,-487,7194
,3993,136.3997030379593,7883,-7014,-5581,5900,3551,-6362,7265,1470,-792,-126,5568,-7698,1524,5060
,3994,136.43194976278104,-2010,5224,-4590,-594,5857,6990,-1885,4907,-7695,6996,577,3892,5408,1533
,3995,136.4643200792355,-7768,6259,-7399,5246,-2109,-1862,-537,-6728,-7584,-3761,-3582,6129,-7013,-3669
,3996,136.49580216101467,1180,2090,-7506,-2751,6455,1151,-6354,2033,-7707,311,-7573,-5224,4690,2163
,3997,136.52642038432293,-1400,5097,3267,2077,-1599,4902,-5951,-1237,376,127,2862,424,-5112,-2605
,3998,136.55866668149196,-6277,-3682,-7089,3961,4498,-3800,6593,-1734,-7013,4847,6999,-2310,-6378,2915
,3999,136.58949488228004,5160,2982,-4128,-1162,-560,2819,-550,3797,2775,-6276,6226,-3175,8011,3440
,4000,136.62076826953754,-7774,6924,-1267,4540,3734,5788,6372,3069,-6812,-5836,2285,5848,419,2656
,4001,136.65618176266472,-2906,-5315,-1710,-3129,7586,5157,-3552,2371,4745,-8179,3100,7454,-7102,-1033
,4002,136.69027380892305,6820,7621,3457,-7091,6062,-4226,-979,-7877,-1001,114,-7871,7393,-3858,8142
,4003,136.72594902550776,6344,-6323,-3938,-502,5043,6138,7642,1695,6414,-1369,-6371,1616,-7423,5710
,4004,136.757219846849,3385,-4028,-5875,2559,-6516,5147,2087,-4588,-2496,-6221,-5797,1952,6320,-3429
,4005,136.78753486438706,7222,4116,7192,-8095,7714,-2318,-659,-890,150,-312,-1529,3156,938,-6654
,4006,136.81904559889767,-6540,7650,2486,1997,1249,-6816,-3185,-2521,7186,-3785,-5495,-8008,-63,-2061
,4007,136.85101948129147,-4077,-6258,3304,4079,875,-7692,-469,7295,-366,4266,-4889,-5458,354,-8040
,4008,136.88284924472256,-1275,7648,1571,-1423,4384,-462,4217,-7529,-3625,7183,-2276,-6334,4160,-8164
,4009,136.9162561913421,-210,-7360,6079,3627,-2672,5066,7108,3041,7139,5856,3224,-4308,1451,-3464
,4010,136.94804019593337,-4545,-1479,5094,-7560,-4724,-4827,-2985,1889,2043,-5113,-94,-893,-7842,7425
,4011,136.97880895299497,887,-528,-206,-2670,-5183,5435,-420,7981,3922,-7115,-6823,7355,4356,-1624
,4012,137.00976630490098,-4503,-4737,-4786,5936,-7560,-1782,-3164,-1885,4176,7180,-6281,4401,3959,-1840
,4013,137.04053677257343,921,-3278,5259,-4443,3995,-4571,7085,4947,1777,-1592,6870,-636,3338,7467
,4014,137.0711797997388,5026,-2851,-3478,-2974,6512,6381,4848,-7087,7021,-2381,6128,1007,2424,-517
,4015,137.1029445599582,-1464,-4371,-1455,4738,-8027,-5871,-1475,7368,-3491,4192,1040,6163,-4348,119
,4016,137.13703232968945,-5482,-7701,-4474,-1508,7405,-221,354,251,7871,-6625,-6843,-7347,-1404,-6771
,4017,137.17193948200995,3681,7019,8179,-4773,-7179,1868,-536,6482,1662,763,7928,-4960,7184,274
,4018,137.2046899817221,6029,5443,-5833,-6760,54,-5401,55,-4244,-4137,2832,3763,7666,834,2790
,4019,137.2359377098171,5025,-1343,-655,-7420,3187,5008,2012,3822,4489,-5917,-4339,769,-979,-7577
,4020,137.26759256329046,2971,-1824,8025,-7943,6022,-5073,-6964,6621,2017,-5548,-65,4868,3492,-778
,4021,137.30100335878439,-2738,-6152,3133,7777,1441,-3386,-999,-581,-4948,868,3230,1515,-4159,6005
,4022,137.3315480258268,1684,-5335,-3228,-3547,2948,-7818,3315,4977,3105,-4540,472,6520,5393,1686
,4023,137.3630164227193,-1444,-6592,-4045,6647,4196,-6720,5407,7616,2041,-3715,-4913,-5349,-6640,7724
,4024,137.3943560961466,-1814,-6316,5507,-2944,302,-3898,-3674,3007,-3488,5290,4614,-3970,-8141,5713
,4025,137.42559398822928,4739,4371,-7775,-6819,3614,-4125,-14,3233,-6983,2770,10,-7926,4832,4613
,4026,137.4551512051681,3791,-2666,-3794,3911,3456,4440,-2569,-4019,-2044,-2574,7230,2051,5959,-7438
,4027,137.48721361167253,6781,2746,-6320,4818,-8071,3204,-8038,1173,8118,-4279,5796,3428,-2857,1504
,4028,137.51911564841132,6255,3291,-191,-1173,6535,1534,-1456,-735,-6053,1219,2789,-3821,5946,-3850
,4029,137.55145389091263,-1409,-1827,-5248,-2138,-762,-5435,-7091,5577,4275,4576,4383,-8132,1731,6761
,4030,137.5825010498874,5484,3780,-2746,-988,-7143,7792,7846,7148,4730,-417,2333,7150,6600,5977
,4031,137.6137953921276,-25,2319,4560,4583,4793,758,50,3117,-4327,6039,1169,-4811,-7569,4319
,4032,137.64518852214343,-3038,7376,790,5172,6507,-652,-7046,-3833,4093,-1453,8149,3068,-836,-7482
,4033,137.6806417869725,-4485,-3516,3675,117,7356,122,-6100,-598,-7788,546,-2646,6810,-1530,-3805
,4034,137.7097841807842,-3965,-2358,-7162,3076,7801,-6482,2495,-565,1247,-3906,-433,-3146,5095,298
,4035,137.73836592189522,760,4137,772,-5524,7818,-7009,-1465,-1095,277,-7718,2327,4247,-1481,5636
,4036,137.76932412910665,-2004,4601,-5649,-286,2306,6486,-4937,163,1005,4221,-1891,-5284,-3603,1481
,4037,137.8004131980468,-374,207,4900,-2157,5084,-1009,4892,6428,1552,5164,-300,-4264,3230,-4300
,4038,137.8305310676863,-7803,-2805,-6620,-5572,-5895,-358,5226,-1087,5407,5246,-2613,-6294,-4374,-972
,4039,137.86068785372225,-5133,2483,4735,3663,6933,-1726,3953,658,-7661,-7292,-3315,-6866,1222,-2483
,4040,137.89118633427216,4,-4594,-961,-541,-7272,-6193,4124,6686,4005,5545,-5832,1167,-2551,2087
,4041,137.9229374096049,-7297,-558,-1949,7710,4980,-1674,-6477,5140,510,2393,2293,2120,-6757,7583
,4042,137.9538485750184,-3764,-3027,7145,-5279,-2288,-4047,2821,-5465,6625,645,6439,-7357,-5225,-3091
,4043,137.98449587871085,2808,2973,5522,500,103,5880,-2786,1496,4690,5057,-762,-2802,2189,-6041
,4044,138.01897837189193,584,-3528,2801,2090,5537,-6950,-6349,6922,5918,4951,-5371,-2325,7144,6889
,4045,138.05005418359815,-5606,3123,-288,-2178,582,-6183,-792,-6499,3026,988,2234,7600,-6061,5600
,4046,138.08341922025227,-3396,-7215,5885,4824,3224,1845,-7549,-1604,1743,7152,-6065,-330,415,-4356
,4047,138.11342418957673,-7120,-8151,3833,2693,-7372,5079,1174,639,5719,3599,6898,5618,61,-3929
,4048,138.14418567654232,5331,-4443,-1383,7978,1856,-2405,-4563,5272,3380,-4210,7446,-654,-7244,-7796
,4049,138.25830437411744,-1763,-4629,7621,7817,-7846,-6921,-3664,-5580,3408,-2532,-5300,-8024,-4297,5945
,4050,138.29130847188569,3804,-5095,-1194,5490,8069,7315,3268,-7507,-7034,4938,6369,6230,-1784,-6419
,4051,138.32393024813265,7063,-434,-5049,-4075,5587,6625,1736,-3337,3700,2219,4674,-694,-1493,19
,4052,138.35331811459895,-5302,6154,3728,6275,5513,-748,7382,4212,-1782,-1398,-6106,5734,7534,-1752
,4053,138.38464324783416,-3566,-4619,2479,-5448,-251,-2924,2794,2101,5744,-6348,4627,-2081,-5438,6294
,4054,138.41663722990523,-4664,-769,4024,-450,-2276,-2295,-5422,-3381,-7681,-571,-4637,-4705,6753,-2105
,4055,138.4479858840394,-5025,563,2764,3458,-86,-3828,-4357,-7950,6097,-66,46,4303,-7788,8062
,4056,138.48070773102012,4719,5713,6574,-2546,-2262,-1142,-359,6562,4103,7642,734,5293,-3879,-3385
,4057,138.5132773336367,588,-586,3633,4675,6290,-7665,8007,-5176,-4598,4773,-3913,4170,4071,-6294
,4058,138.54424409390228,-1035,5333,376,-399,-470,-5180,-113,2067,-7545,793,-5777,-516,5148,6624
,4059,138.5737465712944,-1828,-224,409,-2722,-110,700,-99,-7212,-5272,-2489,2447,3063,-965,-4985
,4060,138.607635910169,5583,-7415,2451,263,-1406,-4569,5236,-1370,577,788,1833,-3263,2007,-4739
,4061,138.63694594384236,-2058,7329,-3941,-4942,-4696,7819,389,-3606,-7988,2240,4934,-4766,102,-4668
,4062,138.6684100642078,-3895,-7579,-6253,1661,7153,-7084,-3615,3591,683,-7931,-1095,4457,-3950,-3836
,4063,138.70338221973992,4526,2965,4175,-7645,4271,1886,-2100,2250,3501,2698,308,-1533,6876,4383
,4064,138.73518504105039,-1105,-2720,1063,-3563,3810,774,-2440,2156,4243,-4235,-8192,-5102,-6673,-1393
,4065,138.7685090230445,6377,-4694,1542,7456,-903,5415,7467,-1916,4613,5106,287,-2049,3066,7011
,4066,138.79937143604923,-1809,527,5648,4600,5298,-8133,4614,405,6676,-212,-5895,190,-4858,8156
,4067,138.828931646557,-6590,-5292,-8000,-988,100,4633,7620,7266,5070,1481,-6777,-1131,6157,-7906
,4068,138.85868772200521,-4144,-6924,-2330,-4867,-4378,-6963,-723,-1113,6856,3464,-3490,-7100,-2312,282
,4069,138.8904199806188,-254,-1584,-4683,7488,4311,7364,588,5055,839,-776,-6677,-3939,2605,2136
,4070,138.92229122636257,3423,-371,-4052,5932,-1402,-4305,-6308,-6715,7484,-3291,3565,-164,3299,-5912
,4071,138.95288507346646,-7779,-7150,-7314,5199,5317,-3881,8014,-1928,1576,-7965,4515,-4534,-6802,5015
,4072,138.98937111958622,-1938,6214,2861,6977,-2864,823,7268,-4346,468,-1264,-1840,-2736,6235,-4952
,4073,139.02065605346687,6739,-4985,-73,362,2294,3043,-1386,7591,-2776,3970,1057,5582,3114,7390
,4074,139.05106002276824,-7459,6369,-3702,-7347,-4475,-7727,5009,-2255,-7824,2829,672,-690,-6911,-6732
,4075,139.0812394743977,4684,-870,-7696,40,3939,2152,126,3963,810,4615,-853,2593,3818,-250
,4076,139.11175163983432,-4446,3958,3979,-1447,1967,-6118,-5069,3559,-5819,6410,5095,4361,-1453,4354
,4077,139.14227235832507,-3378,3943,-7788,6819,4396,-4335,-5186,-2419,-3508,-6801,199,1543,-1079,6111
,4078,139.17624423417237,-4856,5230,-5809,907,4983,2946,-4345,7539,4304,8027,-2873,-2130,3516,3181
,4079,139.20867784322766,-4802,-2823,-5813,-5622,-7293,-5581,-3872,-1223,7208,-3674,-6927,-48,-1105,-6586
,4080,139.23888808585212,4656,-3561,-994,-6017,888,-5521,-6294,3111,-7075,4592,-4249,-7438,-6097,2227
,4081,139.26904786545703,6619,2525,-3425,6346,-591,2344,-7862,-1696,-5042,-7291,-6870,-1015,-6137,-3288
,4082,139.30046622698265,-1508,-3060,1787,6320,-1450,2818,-5609,7426,5789,-8094,5170,8070,7716,7453
,4083,139.3304857364992,4931,870,3387,6506,7737,-6872,6140,-7507,-1954,-4529,-70,-5559,-8046,1201
,4084,139.36228513658799,4653,-7441,1450,530,-3075,-3191,5382,1308,7335,-1786,-2970,6139,-3154,5599
,4085,139.3950715591277,-2344,-5763,-7452,6239,1385,7033,-6887,2065,7793,599,460,5090,3367,5121
,4086,139.42752312959672,1132,3238,-8173,2395,-2664,1404,5356,-4613,-1368,-8031,-1776,-4645,7508,-5569
,4087,139.4580494075727,-2730,7977,-1275,2833,-1237,-5699,-5158,5926,-6419,-3848,-8051,2802,4388,6692
,4088,139.48875829325516,4902,-7700,-8156,3651,4321,4125,3779,-1178,2366,6316,-3847,-7489,165,-1961
,4089,139.51998549402012,-1086,7637,-3801,-7917,2027,521,-7981,-6427,-1451,7131,3751,-6785,1579,2183
,4090,139.55253670757023,-7148,333,7017,2613,-4838,-4786,-2440,2292,-4196,-5410,5119,6781,-6972,-2114
,4091,139.58257973798572,701,1301,-1315,-4324,4663,6490,2195,-5048,2024,4018,-1775,1192,2981,8013
,4092,139.61420208985325,-7961,-4495,-7109,-2197,143,-5995,-2241,4064,-3616,3537,-5982,6758,3976,-2735
,4093,139.6463111105029,-5716,3655,8160,-3125,-6045,-7839,-7229,-7428,-8024,2209,-1223,-1685,-4109,-1689
,4094,139.68021926609663,-5187,5897,4209,-5340,-6559,4433,1126,-1726,-1773,-6744,-3674,274,-6606,-7196
,4095,139.71109536398805,-1435,6333,-2932,6060,5250,6736,4590,-1021,4318,-4786,-5302,8080,7920,6390
,4096,139.74125386063483,2912,-5674,-2974,3209,1147,-6600,3736,947,5104,-6663,2749,-1954,-4327,378
,4097,139.77200722219894,6486,1243,4913,7011,-4959,-4301,729,822,-7582,-7700,2517,5353,-5382,-8016
,4098,139.80504040035137,7829,-3868,-1713,6135,4069,-1243,4596,8028,-2611,1894,5864,-4470,-8149,4817
,4099,139.83634457860384,-4941,2487,-1575,7477,1196,-2339,-2281,4048,-4912,-5248,1497,3078,3148,-6023
,4100,139.86658603987604,6580,7347,5997,-2608,-5791,-5381,-5189,-3039,-2667,-1592,1910,1453,614,2206
,4101,139.89920525020676,-2803,-4337,6163,4096,-7204,-1746,4059,-1598,7324,-2422,-4403,-3714,-4540,-7713
,4102,139.92988890437942,-3828,6832,7793,-3016,190,-3580,-6645,-814,-1974,4548,-383,-7744,6120,-7631
,4103,139.96213947807553,-2485,-3720,2675,-3488,-3635,-4124,6632,3862,1177,-7670,3655,-6123,-5522,5083
,4104,139.99361343445324,-4994,-3719,-6549,3301,7282,-1380,760,2225,-5696,8138,4140,6698,7801,-3110
,4105,140.02596664479935,-7717,-892,2307,6013,-8044,8005,-7649,2384,2216,2582,6978,3408,1670,4759
,4106,140.05729605456165,2557,-1070,5811,-1370,-206,723,-4805,-2369,-4498,5321,7953,1490,178,-1281
,4107,140.08826495309077,-663,2781,-134,7662,7158,-4124,4596,3156,3857,1158,-5054,-6646,5446,2045
,4108,140.11956399951077,-2210,-7491,1043,-4886,2944,-1291,1434,8060,6782,3542,4990,-4583,418,-3315
,4109,140.1510028883664,4122,8129,-5401,2271,-5271,7504,-4631,6559,-1754,-7786,-4163,-6521,-2362,6638
,4110,140.18127770654985,-3668,-512,3612,7036,4828,918,853,-4052,-3057,6237,-5705,3557,-6207,1
,4111,140.21261395875547,3454,313,-6823,549,1439,-7011,-8087,1098,5532,-1419,5381,-3517,1799,5667
,4112,140.2473192589976,-6051,-2103,-2065,-6436,-4053,-2522,-1905,-434,-4140,-5495,-4108,-784,7884,-6823
,4113,140.279340610842,-2542,1294,-1217,-26,7409,438,-6062,3169,195,-4402,6995,3054,-3148,2677
,4114,140.31233401729256,-4781,-7501,4543,7229,6912,-155,-3297,-6354,-7537,-5233,-7144,2338,-1875,1703
,4115,140.34268666826893,602,-817,-3049,2784,4399,3197,5863,2991,5876,4317,8174,-6880,7550,-5036
,4116,140.37238116172713,-657,2233,-7511,-4425,-4385,7686,-953,2724,1296,-8135,6903,386,613,4680
,4117,140.4027641760458,6835,-2092,1920,3902,-5169,-3805,-1883,3154,7087,3012,5449,-3965,6113,5787
,4118,140.43468588480917,-1373,84,3592,405,-3902,3471,3461,1169,-4963,-1324,-3661,-5512,4981,2095
,4119,140.466977940818,-5071,6746,-4941,-4644,-6682,5593,4350,-891,-4010,-1756,-6073,-2718,-7697,-822
,4120,140.49889836662325,4868,-1137,893,2462,176,-6602,1956,7629,-7848,441,5667,6186,5007,-1338
,4121,140.52903890185627,2627,986,2517,-1846,-2117,2460,-2777,-3859,-5851,-4308,4129,-4064,-5761,552
,4122,140.56169275205636,-2036,983,3919,-1031,-3907,-2636,-2980,4668,121,-7583,7229,6763,4813,6175
,4123,140.59189059275232,-2422,-4895,792,-2554,-6205,4560,114,878,-4985,-3322,6753,-3304,-4164,2883
,4124,140.62387773238007,-4421,4375,23,-5171,-7333,-6199,6543,1817,-7968,-7714,348,2125,-5557,-5769
,4125,140.65462510680626,-5216,-638,-7039,-3833,-403,-7598,5086,-7630,-1703,144,-4172,1935,1539,-5493
,4126,140.68697147470905,-5797,5256,-5872,6230,1801,5462,-3264,-3707,-7638,5776,5845,3563,-3249,5634
,4127,140.7175888427119,-7842,5541,6983,5288,-6652,-5071,5585,5960,1787,-8180,5627,-565,-2053,-6202
,4128,140.75119037131375,3419,-195,-4884,4562,7428,4006,-6195,2318,2816,-6592,-1697,-733,627,-5884
,4129,140.78155713482948,-1747,-6409,-3322,6552,6032,434,-3996,19,-1812,7404,2390,-1073,1749,5064
,4130,140.8128262455599,-2615,1067,-7834,7734,7961,-7988,7624,-5168,3147,5937,-7747,-4501,645,2547
,4131,140.84472528872973,-643,5404,188,5899,7888,-6932,449,1062,8135,4090,2460,4601,-5217,-3742
,4132,140.8765948238627,7498,-6565,-847,-6029,7562,2261,1323,-1838,7989,1282,-980,1785,-3033,-1672
,4133,140.90918923033632,-8159,24,6272,-1108,-98,-457,918,-1945,-4457,1499,-4997,351,-4722,-6483
,4134,140.94009483626462,6445,2986,-7148,-6179,-1142,-3319,-7276,3231,-4329,-2869,-3326,-1527,2869,3767
,4135,140.97224405626883,5715,-2187,4943,-909,4886,-6648,-7018,-4163,-1802,-4074,1463,6068,6049,-7205
,4136,141.00198559152494,-1353,4120,5745,-2842,-681,-1867,6048,-2665,5469,3927,-7023,-3353,2941,2538
,4137,141.03437386939316,-5549,1791,7001,7798,6928,5083,-3268,1617,-4691,7821,4919,-2418,1401,5963
,4138,141.06610783861754,-513,6396,2782,-86,-21,-6203,-3026,4842,7990,-6786,-7778,-2331,7029,5476
,4139,141.09651779505685,-2146,-1597,-5173,-3748,7791,-1640,1822,1025,2178,-8064,-6792,7234,-411,6227
,4140,141.12811106654019,-1957,6672,-6880,386,902,-3872,-4410,799,5175,-7655,6661,4187,-7011,-2167
,4141,141.16118145047824,325,7687,3451,7673,-3670,7200,-3800,5857,-7396,121,-1706,-4605,4475,5690
,4142,141.1943283842511,-543,5984,-3497,-6306,-6777,-2520,-4140,6096,-5007,2190,1687,-1174,-862,-5842
,4143,141.22504154646063,-1074,-6876,-3433,-2700,-4925,-4957,6475,847,-1274,4511,5522,2818,-3970,1588
,4144,141.2564282616858,-2969,-1965,-2548,2403,4337,-4997,-1567,512,-7295,-228,-1189,-2836,-1598,3176
,4145,141.2875677936456,-6956,-6833,1099,3817,3778,-4386,-2483,6333,-6234,-4524,1118,-7848,-7116,6160
,4146,141.3193026181754,2921,-368,-1016,-4795,-6110,4412,-696,-6711,7361,3096,7009,6942,2419,7691
,4147,141.35006367748827,-282,-1407,5584,4836,-5312,-8046,7254,-337,-4247,-1500,1519,-3589,-7260,-1082
,4148,141.37999637350504,2145,356,-2457,-3327,-2731,-4045,-7813,2945,-5292,7350,-3463,-6849,1128,-1733
,4149,141.4131800854108,553,-7587,-6406,6706,5671,-6801,4310,-7550,-4957,-5470,-2499,-2628,1901,5674
,4150,141.44470065593373,-7861,5026,-4246,4585,1461,-1743,905,8181,-4440,-5818,-61,-2399,7173,6729
,4151,141.47718686627215,-1357,7364,7042,4618,-6001,5602,4246,-1301,4659,-2741,4247,-7674,1333,-6413
,4152,141.50710716036036,-4300,-5603,-53,8166,6437,-1734,-1348,-2883,-770,-1598,2391,-6391,899,4408
,4153,141.53732937726068,1656,5831,-5647,-4866,7307,5655,-3556,6582,2441,1459,1861,3249,2904,-1139
,4154,141.56931737219384,-1815,3293,8052,-7379,7365,-6072,-2301,6461,-337,2698,-4534,-1808,1567,-6510
,4155,141.60205418701938,-3884,378,-3204,2456,7442,7840,2197,2145,-501,8092,-664,-139,7479,6595
,4156,141.6321126129324,3300,7535,4915,-4013,-4922,1794,-4353,-5722,4248,-5477,-4237,5423,-3231,-3147
,4157,141.66532711583315,6617,1965,-4801,5963,2300,668,-7288,-4627,-1795,-6332,-5047,-5098,7185,4238
,4158,141.69700848377443,-6679,-287,5470,3836,1565,-183,1854,2004,4357,2203,1729,-6051,2099,-2478
,4159,141.72736498362516,-1783,4752,3275,2809,-4796,1878,-5074,7305,-3760,-3801,3701,7675,2358,3395
,4160,141.7579601136872,7567,-7074,-3663,7554,2611,-3549,1795,-666,-930,-7304,2251,3698,-2211,-583
,4161,141.79246826603077,-7875,4038,-7713,-3842,-4455,7009,4219,1033,-7141,2964,-5082,-743,1706,7935
,4162,141.82352183979617,-345,4283,1549,8061,7187,2634,-2159,476,-6895,-7664,2505,-3066,-2360,-7164
