Sampling Freq:,Counter:,Time:,F3:,F4:,P7:,FC6:,F7:,F8:,T7:,P8:,FC5:,AF4:,T8:,O2:,O1:,AF3:
,3214,116.73210936277181,-7475,1844,-8171,-4046,-4428,4931,-5136,5218,2018,729,-1511,-8125,6549,-2661
,3215,116.77339153401593,7799,6857,-877,959,-148,-6046,2175,-305,4937,-3306,-3946,-5976,5322,2539
,3216,116.81385303971268,2056,7853,5756,4961,-1238,3807,-3029,-1132,-4829,7197,3987,-2053,-4907,5736
,3217,116.85209117897864,-3615,-6590,-7187,-616,3290,4324,-4394,3124,1150,-4321,4726,-390,590,826
,3218,116.88742555635478,-3566,-3314,-5943,5603,-6022,-6100,5340,-5248,-6268,6973,-5344,-1503,-5549,-368
,3219,116.9237037632583,-5682,475,4148,2526,-3916,696,-2433,655,-1823,4080,-7662,3393,8168,2224
,3220,116.96020392191745,-432,-6375,6279,1888,8034,4445,739,7853,-6048,6772,-3049,-1991,-4778,-8151
,3221,116.99655183621243,6241,-2106,7301,-2459,-7126,804,1908,-6350,-4134,4643,5928,-7259,-3727,3218
,3222,117.03392397874396,5066,6480,-6157,6718,-1549,2754,-7914,-6959,886,-3689,-4262,-2222,4737,7529
,3223,117.07777420450182,-3160,-8067,-4919,1746,-3298,-3201,-2271,-7703,-2661,8190,796,-5140,7144,-3653
,3224,117.11420337281137,-1326,6321,6726,-7340,-2728,6872,4422,-4902,-3835,4061,1963,617,-2433,6714
,3225,117.15282126768237,-3832,4222,4863,-1532,4859,-6218,-4106,-4065,332,-6093,7789,2070,7791,956
,3226,117.1875210084393,-7622,3073,4837,763,3477,5591,2156,-374,4591,7266,-8190,693,7922,-6067
,3227,117.2278054659148,4199,7597,-2699,-7842,6706,-7562,-1415,-4366,7063,6126,957,4041,3938,2486
,3228,117.26609021932597,-1274,-8102,5720,2155,-4176,7654,7897,3904,2901,518,-5772,5198,-914,-1376
,3229,117.30269729116222,-2098,-2896,1672,-4422,250,-3446,-1379,-2301,1009,-2909,-512,-5349,4378,5725
,3230,117.34081825358608,-7698,4755,-6686,-2989,5089,-1850,7513,-66,-3456,3283,1975,7415,-7863,-7912
,3231,117.37804071766966,-2429,-1712,3501,2046,-4740,5298,-2937,3940,-2111,56,-3270,-2454,2961,-8171
,3232,117.41605690517999,2231,-796,7819,4277,8149,4120,-3595,-6342,4279,-4787,5204,2037,-3417,-2878
,3233,117.45436004765762,2003,4656,1060,-4491,-6194,5926,2111,-596,179,4717,2010,1376,1448,5956
,3234,117.49690636030768,3533,-6192,5529,2553,6436,8183,700,1471,-5192,483,-3424,-2242,-7109,-4240
,3235,117.5354703709374,988,2876,1681,385,124,4461,4545,-345,7473,6979,-4264,-7584,6330,-8047
,3236,117.56800789960083,7815,-5341,3929,-7116,2341,-3664,-4640,-5323,-450,-1406,3812,6371,6732,6932
,3237,117.60608951797552,2934,-6861,839,-6271,7798,-7256,-934,3879,-3497,-6888,-2896,7920,3590,1070
,3238,117.64048861887848,-609,-7625,7757,4282,-6011,3686,-4148,2922,-6984,6715,-4012,-554,-7529,1174
,3239,117.67754344310038,1625,7310,-8038,-127,-7156,-3397,-8155,4490,-6977,-5040,2918,1107,5476,-3853
,3240,117.71505713867836,-4121,2434,5882,-840,-3118,-5611,-6284,-1547,-8097,483,4560,7348,-8040,5603
,3241,117.7531913583362,238,-735,-7062,3545,637,6596,5088,8173,-1072,-4097,5030,-6302,-8088,-2599
,3242,117.78962694143638,5023,4417,5147,-6045,2430,7980,2328,-5291,6762,6184,4233,896,7769,6632
,3243,117.82648718367598,-7294,-5226,-5000,-2290,1639,-1300,-787,-6054,-2656,-3480,-5815,7209,-1883,2023
,3244,117.86448840334151,-4686,6441,3983,438,1213,1628,1967,2151,-3875,-6393,1318,1880,-469,8148
,3245,117.90494306659494,-4066,6889,1771,2405,4513,2196,-7354,-168,-4341,-7709,-6786,4296,778,6064
,3246,117.94008243433606,-7157,3949,-2029,-7056,-6666,7459,7992,3115,5180,-183,1958,5699,4697,-2810
,3247,117.9788410269481,-1742,-6355,-1136,-3423,-4355,-7299,864,-139,1260,-3113,-6525,-3386,5306,4994
,3248,118.01281119218456,4071,-3198,6383,1720,2655,66,-3887,6241,-2917,-6133,2960,6150,3606,-4854
,3249,118.05281767539962,695,-1681,7653,5446,-1334,324,2911,2373,6180,2447,4705,3007,-6028,-995
,3250,118.09179993037814,-3853,4080,-2406,983,2715,-746,-8027,-4681,-6921,1282,-3215,4189,1044,1019
,3251,118.12845105044335,5281,-5854,3701,-3695,-4982,-4194,-613,-5009,6750,-6531,-5010,5631,2227,-157
,3252,118.16927691624764,5753,192,1605,-1504,-70,-3763,-6546,-4189,-7683,6924,5054,-7968,4550,2969
,3253,118.20563637716575,6803,-961,-4663,3958,3144,-8030,-4113,2225,6045,-789,3370,6070,1412,-842
,3254,118.24215449723864,-7846,7727,-4585,-5327,2793,-2143,7476,8125,6087,-844,3914,654,-1495,-2014
,3255,118.27835529900194,-6153,-6117,3656,4596,-2892,2814,7502,3014,7058,8001,-5912,252,637,6720
,3256,118.31163779868335,-7052,-4023,-6283,5613,-1258,-6516,-1501,-480,-6855,431,-2298,6013,2948,-5575
,3257,118.3517922497355,-8024,-2083,3135,-2776,-3672,-1413,-3119,5376,-7902,6359,7945,4146,-6514,7096
,3258,118.39317705762963,1122,7525,-1692,-6074,-154,-3455,-5792,568,6943,5002,341,-2842,761,-6349
,3259,118.43313307782509,-5293,-6104,712,3682,757,-3184,2618,-1479,-5207,518,-2157,-2401,-5121,4280
,3260,118.46956096317653,-3461,2264,-5675,1784,-1052,-871,7026,3723,-6632,7937,-2095,270,7799,3576
,3261,118.50962432420181,-3911,-3886,-1159,-1773,4103,-4662,1475,-1289,1216,2501,298,-6027,-1121,2143
,3262,118.5468728751006,4714,5177,2703,234,8011,-6951,-548,4522,8171,-2577,1503,-1587,-6062,-7192
,3263,118.5857619017887,7748,997,-3624,-2891,-2007,931,2051,3059,160,2310,1754,6935,4987,-2176
,3264,118.62606988016316,-5320,5941,-2105,-6227,1005,-782,-3314,-1142,-6771,-5911,7105,2919,6846,-7741
,3265,118.6623087430175,-112,4557,7552,-2545,-7889,-2774,-2522,-5697,-3755,-3743,-7226,-4860,7043,-3377
,3266,118.70088985975558,-1337,-6568,7778,5359,3896,4294,-5431,-718,-117,1384,4288,4058,4760,-3361
,3267,118.73669465511092,489,-3383,6176,-7972,-3254,4106,1718,7876,311,-2968,2603,322,-956,4481
,3268,118.7744846143385,-4766,3966,5748,2554,-763,7302,6069,4521,-4024,67,2703,-3678,-6577,3437
,3269,118.81081456721974,-5753,-6549,-4374,-67,-4686,6803,-5403,-3210,5261,740,-5110,-5808,-3904,2221
,3270,118.84969803442262,3749,1390,-4580,-3153,-7041,7837,-6009,5666,1114,-1483,6026,-4365,6198,6202
,3271,118.89057265263567,-4567,4464,827,-2574,1683,-4628,7088,5571,5315,5692,221,3460,7706,-3235
,3272,118.92534766026927,4799,8063,-1614,6602,4166,-4991,-3761,3118,-7074,6503,-3422,4408,-110,5531
,3273,118.9614479636461,-1239,-5420,2840,2714,-2488,-7556,-6680,3015,-7172,3574,7812,2791,6697,-2882
,3274,118.9970402156054,-4459,4525,5508,7629,8115,-5514,2676,7493,6568,902,4026,-7023,-72,3448
,3275,119.03900919709915,103,-2583,-2359,-7187,3457,-5807,5875,6223,4556,-7575,2560,-4882,-136,-647
,3276,119.07623935893149,-3000,4804,6861,2312,3606,-2881,-510,-4575,6230,-5134,7200,4103,3050,3442
,3277,119.11658026656448,-2433,-7317,3843,-2730,-5653,4991,-1978,908,1102,-1883,2647,4756,-1598,3575
,3278,119.15256253779381,-7083,-6868,4725,-156,-6636,5,3198,1379,6555,1543,150,2221,-4447,359
,3279,119.1888912077169,-4944,-6352,-2547,-775,7521,6811,-2597,-29,477,2659,3769,7630,-3220,-2099
,3280,119.22753305113956,2471,6227,7256,-4884,-2976,1735,-6369,-6463,7195,5582,5224,6292,3271,-374
,3281,119.26945242491915,402,8006,-6161,-4193,750,-3783,-7251,-1028,6068,2981,-56,4583,-3200,3454
,3282,119.30938535186837,5465,-6489,-704,3766,-3162,-7319,3150,2019,2923,-982,-7257,6538,-5569,-1121
,3283,119.34578030796126,2420,-3736,-1212,-7772,-3343,5990,-7665,-7733,5639,418,-5900,-4108,-6811,-3331
,3284,119.38192465956706,-4879,7877,-1374,-3616,-4072,318,2378,4238,4907,-1499,6251,-3331,-5912,-920
,3285,119.41720985688174,-3682,-270,-4912,3998,1851,-5991,-3428,5232,-1935,8121,784,-80,-5242,8022
,3286,119.45165386131907,3874,1369,-4010,2371,-4578,4084,6963,-6349,-3636,-3771,4870,-6880,3011,-2343
,3287,119.49183953101894,-5153,-1012,-7512,-7840,4807,-1118,-1021,-1425,63,6795,-6320,912,7075,-7193
,3288,119.53310502380742,1671,-4861,-5385,5330,-1547,-7019,-5549,-1834,3793,1254,-2025,2198,-4719,-2557
,3289,119.56848516002337,-5185,269,-4660,4458,3374,-1779,-5028,-2560,-1530,-1580,6908,-2681,-5205,6512
,3290,119.60294413230548,269,-460,-6337,-1641,-3482,-5505,5093,7926,426,-5681,6078,1159,7252,-255
,3291,119.63997842919738,3527,-1653,-2410,-4797,2448,246,7808,7493,-3594,-972,-4315,2641,-4055,5392
,3292,119.67383826003508,-4460,2871,3396,-3809,7562,6863,1419,7568,-4708,4573,1773,-5594,-4793,5656
,3293,119.70922694930519,5230,2585,7571,-2320,-1097,-4748,4084,-5180,415,5180,-6144,2567,919,1646
,3294,119.74679752269338,-2777,-4641,3393,-2817,1911,-4574,3390,1474,5727,-3252,1874,4259,1612,6364
,3295,119.78975780316514,-5082,2158,-6735,-7151,1659,3665,-1457,-6398,4413,2800,-2721,5689,-2030,-5067
,3296,119.82425269827476,-1628,-4596,5967,4928,575,-3767,7239,350,-2006,-2950,4102,-1706,3917,4249
,3297,119.86170652247358,5128,-3054,867,749,-2294,-3584,-3334,903,6388,-6181,-6277,1357,1974,-3290
,3298,119.89894994153987,7882,924,-6547,-2668,4274,-5985,-1867,-1164,-7422,-1483,-992,4472,-3339,-3651
,3299,119.94096639248426,7744,-2093,-2687,5863,6917,-5172,5478,6183,6645,1971,-1629,1279,7937,-1536
,3300,119.97974465712089,-4048,-7416,-3264,-76,3785,-418,5911,1500,6790,5290,2135,2327,770,4937
,3301,120.01631965500401,5963,2445,891,-6249,-2346,5942,7335,-352,6670,-6612,1625,-254,3368,2186
,3302,120.05503590999793,-5748,7512,-5849,-6362,-5813,-1692,-7490,187,4774,6555,-3669,-7691,1955,1321
,3303,120.09374660550662,5944,-4067,-1361,1955,1065,5060,569,4950,-6439,1656,5009,3094,-4406,-3746
,3304,120.12996750694722,-1311,-2291,-1854,-3120,-4747,-6050,-1308,-3983,-6588,2243,-5490,-1265,-2284,-2073
,3305,120.1730565108842,1030,-1253,-684,-7175,-2213,-1226,1938,3778,340,-3262,-6174,3754,4033,7967
,3306,120.2128200873609,-5997,2410,-5639,6990,8101,-2139,-5511,-4621,71,-7287,4712,5983,4548,-3232
,3307,120.25322514290015,-3769,6038,-5950,735,2979,4908,-906,2816,149,6369,7157,3522,6052,-2136
,3308,120.29107753942317,8010,5485,-473,-5639,2397,-5039,334,-1964,1713,-1822,1905,4847,656,5225
,3309,120.32951582015664,7846,376,3000,5862,2662,-5419,-7031,-7911,5627,-2726,1365,269,4486,-7134
,3310,120.36795538384824,4313,-2867,-6324,88,3126,-6129,6183,3220,-1667,4262,7323,-2152,2518,-7319
,3311,120.40405525957236,2225,-505,2053,5619,468,6782,-5466,-2256,3207,1907,-3594,5790,-2623,-3723
,3312,120.44989834695122,-3137,-3821,3284,559,-4404,3708,-4067,-633,-8080,-7545,1108,-7051,4269,1928
,3313,120.48715801682043,2875,512,-5739,1493,-7414,-1109,4264,2278,-970,-5875,2045,7112,5941,4380
,3314,120.52440528476112,-1650,-8179,5175,-573,-781,-6761,-2682,456,-453,1821,7380,-531,-3968,-4247
,3315,120.56015063638999,776,-174,2027,-6062,-683,-2363,-2052,5621,-3836,7494,3024,775,4207,3398
,3316,120.60121940893264,1585,2407,-4524,-924,-7040,4804,4804,2952,-5545,344,3456,-3588,-2209,-7949
,3317,120.63845684086102,2239,-2572,5576,-4816,-4543,-1610,4084,1101,-402,52,475,-5367,1494,7523
,3318,120.67403113140657,7182,4673,-7166,4821,-6339,-4781,-1559,5181,-3476,-6175,1816,-6222,-6064,79
,3319,120.71271060826756,2574,5868,2142,-5336,8188,3183,-7801,-3157,-1569,6576,-5435,-3579,-3623,-2476
,3320,120.75004169613906,4549,-1647,-2501,271,-2640,-749,4426,-801,6416,-6371,3818,-1967,-6698,6242
,3321,120.79032743657268,-3630,4982,1952,7504,-1216,8058,-4990,-3982,3,5388,-4828,-2341,840,2671
,3322,120.8291813957387,831,1630,5086,6350,495,480,1364,5729,-1342,7297,592,-3280,-1895,-4819
,3323,120.86591077624954,-5979,6744,-2024,-5199,-2217,4637,-4162,-5138,-7045,-1949,1589,-5051,4537,-2604
,3324,120.90537285756685,-1207,-4667,6436,-643,7438,-5476,-5740,3162,5006,3094,-7747,8185,-1026,-5940
,3325,120.94171735064015,-182,-3431,3042,8059,-6888,6874,-6878,2357,3032,-3461,-72,-978,3862,4829
,3326,120.97773468939157,1921,-6003,7022,4353,2546,-4956,-2195,3031,4087,7810,7305,3956,-3676,5949
,3327,121.01686918873426,-2502,6416,4797,-2169,7793,-6902,6169,5939,-2085,-151,-5977,-1714,-2335,-2012
,3328,121.05612984562593,7848,-3744,3524,-6063,2037,8147,7183,3286,-4188,5867,-5447,-4970,5046,7370
,3329,121.0964536471506,-1454,32,-8180,-2843,-5174,-6819,-7501,-5079,5639,-2546,-4128,-5100,-815,-5995
,3330,121.13253427850285,-5825,-4923,-7726,7358,-3649,-117,113,-2615,-6740,5361,-6434,6519,-5736,-5895
,3331,121.16853365584049,5589,4141,-6744,263,147,-7437,7134,-5021,4226,2538,-328,-5026,889,-3545
,3332,121.2036824319412,6581,4055,-7908,2786,5172,-782,4572,2847,-764,-7514,4616,2527,3983,-1002
,3333,121.24148906962442,35,-3104,2224,-7133,-7429,-6188,-4642,-3310,-867,7600,-2,1518,-6868,-4290
,3334,121.28279134054584,-1139,4378,-7459,-6807,-7234,-4261,2649,7837,-4544,3297,132,2947,949,4169
,3335,121.31755993338881,6500,3151,-4735,6061,-404,-7911,4577,7521,5861,-2680,5769,664,-3723,-236
,3336,121.35798979278516,5489,-581,2429,1025,-1048,-964,298,-394,5490,-4395,-3832,-5441,7696,-5344
,3337,121.39545815717605,6457,4132,-6489,-8105,5637,-6462,5539,333,-620,-4064,85,3969,1566,8169
,3338,121.43326393955385,-6767,-927,5905,5229,-3738,-1950,-1430,2466,1234,-743,-1524,5938,3367,-6058
,3339,121.46753902117138,-1608,3044,2663,-6119,-4550,-2216,-6668,-1581,3079,-4257,3145,62,-4951,4619
,3340,121.5050142280056,4637,5815,1501,-5673,-4470,-3519,-6205,142,-4085,5396,-2995,-4489,-7877,5823
,3341,121.548815273702,1851,-8150,-6954,-5134,-5283,-7254,-2334,6626,-5649,2534,5342,6865,2869,3481
,3342,121.58520809153137,1546,911,7188,6920,-5834,757,1176,-7203,-6037,5342,1525,-3605,-2685,-6721
,3343,121.62760814695515,8010,-1128,599,2773,856,3103,3043,-1799,-739,3139,-4504,-3703,6753,-1272
,3344,121.66201494560686,-8052,1367,-8156,1909,-2659,596,-2676,-2113,-3824,5249,7538,6524,8037,4877
,3345,121.6987652811004,4163,5072,-3550,-722,4052,-1604,-8152,-6493,3121,5352,3359,2877,-5016,897
,3346,121.73561312141146,801,1311,-611,6852,6501,-95,-5410,5220,5161,7789,-2790,2661,6300,-4923
,3347,121.77354762725447,-2250,7158,585,-788,6989,-5050,-3385,-4542,4839,-2920,-5489,-1936,6242,-8152
,3348,121.81182382761148,3151,-2103,-3445,1135,7080,-5949,-3583,-6258,6894,3939,-5317,-3130,-5885,-6423
,3349,121.84775392521038,3593,6622,2609,-2604,-6365,4622,-5538,2254,5268,2776,-7977,-4514,4293,2256
,3350,121.88504695199086,3909,-3307,-3573,5111,-4703,-4183,3251,-1049,-5399,899,4688,5065,-1943,-4009
,3351,121.92602848338099,-2080,4075,5080,1526,2178,-5218,-7471,5451,572,-7126,5666,5784,758,679
,3352,121.96230455202095,-4381,-241,-7181,1477,5490,-178,5816,4458,-605,5410,-3185,-7560,6430,-657
,3353,122.00243206095249,2776,4233,7480,2143,2634,-4250,87,-5954,-3768,-7533,1130,-1467,7431,7224
,3354,122.04396056015662,298,-4415,5109,-3159,5380,6650,1408,2540,-2557,-4133,-896,5365,1979,3474
,3355,122.08088794387143,6012,-6042,-2406,6452,-3637,-666,3249,-5424,5130,-3831,-5284,-2027,-6745,8033
,3356,122.11332625710652,3865,-5634,-1406,846,-7688,657,392,667,2739,-5643,2464,3403,8014,5940
,3357,122.14832364414848,7674,7542,-188,-2926,6880,-713,3752,3077,3637,-3667,-3523,6141,3563,2357
,3358,122.1920036641284,-2243,-7730,1568,3904,-5988,-6455,-1428,4052,-5567,6573,5071,-6794,1581,4749
,3359,122.23121727922215,7998,6400,2121,-247,4484,2323,563,-1367,5316,2408,-3405,4263,5653,2245
,3360,122.26799541214174,2796,5756,3496,293,781,2000,-3729,-2831,2402,-3479,7458,-2658,-2299,-2170
,3361,122.30427361904526,4402,-5378,-6206,-1298,6536,-5005,-7114,-3814,-526,2451,-125,3671,2495,7008
,3362,122.34235181619829,-5938,-5990,5477,3478,-5634,4733,7534,-255,1800,-6142,5538,3326,-5780,7451
,3363,122.37701648943313,-7893,-8070,6028,-1234,-1127,-5464,397,-6226,8070,5947,7921,3658,4406,4392
,3364,122.41718590833008,-4640,2132,-6519,-257,350,3653,447,4673,-1495,-1834,-3831,-4896,157,4176
,3365,122.45610187713879,5009,-247,4740,-8131,-785,5988,-2463,-8006,-628,5545,4380,-1312,931,4342
,3366,122.49022984622464,-787,1546,-5230,-1928,-3117,2334,-7719,735,-7526,-4604,-1308,-3913,-6089,-5740
,3367,122.52509081205262,3078,-299,-353,2018,-1127,98,-7285,-3248,-3037,7415,-5105,-7260,-8145,-4055
,3368,122.5604679546996,-8155,-8139,2796,-3011,-7004,7205,-4856,4981,-5529,2686,-1597,-2742,1277,8091
,3369,122.60170265649309,7747,5004,-7706,-7275,-7850,-5195,-5744,-2187,6231,-6818,1673,-2254,-3986,6210
,3370,122.63957600799881,-1303,-6787,759,7195,-4726,757,1571,6414,-1907,8023,-7540,450,-3856,-346
,3371,122.67828884177106,3003,2457,-2023,-3879,2023,477,-2015,-1871,-3837,-5338,703,-7446,-1438,5963
,3372,122.72265310608438,453,7891,-3002,4262,-3210,-8,7181,-6447,-695,3129,-6283,6250,-3367,100
,3373,122.76652899100475,6041,-3706,3561,5422,-8144,3824,7569,2915,-6887,6056,-2011,2265,-3676,3823
,3374,122.81398475674686,-820,-3467,6868,4857,-2110,1130,7507,1381,6954,6338,-2469,819,5877,-853
,3375,122.85906576699941,-5188,5383,-7953,2504,-1518,-7876,-2258,3721,-1351,-3825,7457,8082,2096,-686
,3376,122.91285720761599,1959,-5410,5800,3483,-691,-4926,-3461,-945,-6510,2593,2802,-6142,7237,-2601
,3377,122.95079085815358,-7999,-7454,-6593,-5690,1801,1336,-1646,875,2,1367,4077,-2459,-2418,-3432
,3378,122.98562402655553,-1931,-3812,2622,8085,-6735,2423,519,5075,6662,2763,2898,5377,-4954,1013
,3379,123.02534868663577,5427,3664,-6006,1987,-6738,-4671,2229,3890,-1426,1851,-1478,-6456,-4726,-4541
,3380,123.05736191307874,-1931,1535,2695,3291,-6074,-6623,4939,-467,2584,-3603,2746,-7616,-3992,7994
,3381,123.09761515190652,-4427,-2343,-8139,-3520,3739,5590,6758,-2257,3725,-7504,1595,5400,6365,7769
,3382,123.13190006953633,3865,2315,3740,4768,-7641,-6710,-5862,2254,-4125,3782,-3378,5626,-6260,3744
,3383,123.17234489677746,-3653,4218,-5999,-1373,3432,7625,5084,-5533,-966,4411,-5169,6671,-26,6449
,3384,123.20554485948615,-4095,1187,-5431,1542,-7118,-3178,6570,2404,6214,-6954,777,1794,-2747,-4082
,3385,123.23850961320524,-4458,3066,331,7551,7690,3679,-1323,-6737,-5812,-4802,-4172,-1718,-2081,-3125
,3386,123.27979606097644,5544,7577,7655,6845,7171,-3181,-2044,-186,-6606,4009,6227,622,-372,-3984
,3387,123.31562865375783,3183,-5616,-2517,1902,-7256,-3112,-1845,-7576,-4332,-1498,-7181,6570,-2348,2628
,3388,123.35158825939361,5913,-906,-6114,439,-5472,4225,4220,-1711,641,2957,6594,6209,-6049,6961
,3389,123.38373876235596,-2310,-2188,6454,370,6234,-2396,751,-4527,-6140,2127,2745,-1388,-5870,-3715
,3390,123.41620187944812,2040,1603,-5947,-1353,1794,284,-2615,3346,1350,-620,1074,832,-4290,5414
,3391,123.44742523133873,5891,-2600,4787,6207,-4018,1481,6848,-1953,-2277,4459,2918,56,-4752,2948
,3392,123.4800615477778,-1000,-1444,3972,-7603,-4171,4797,-6326,-5680,-1382,-1086,-270,7124,-804,-382
,3393,123.5106151955271,1285,4152,-112,70,4712,-6127,1981,1482,-412,-8170,-397,6627,4712,709
,3394,123.54043157000717,740,-3376,5324,-6916,-4632,-5704,-1918,6157,1693,-6416,-4520,7349,-6055,7098
,3395,123.56891281273174,-1046,-2214,1490,-1464,2859,7406,-5464,7390,-3216,5643,-2533,-822,6575,-6170
,3396,123.59841015829137,7516,-711,6808,-7207,-7753,-801,2974,-1777,1269,7925,4552,4129,3777,-3499
,3397,123.62501186736266,-3350,-4906,-5695,-2239,-7891,-5907,4023,-637,-2690,7309,5729,-8076,-6976,5999
,3398,123.6538142772712,-3292,4159,8110,4253,5692,-4669,5196,530,-1473,6883,-4289,-5974,-6806,-7886
,3399,123.6805190506452,-8087,-672,7252,1704,5594,-7967,1284,-5468,3225,-2286,-7457,-3104,-7576,-5287
,3400,123.7094878174573,-7231,-5934,-5460,8077,-4494,7443,-2645,-5201,-2271,4908,459,-919,-6525,-1342
,3401,123.74087709859876,-4414,1184,2571,7848,6069,2104,5972,7794,-6219,-582,-6559,-7534,6032,918
,3402,123.76973210979043,6514,-1606,-6937,-4810,-3255,853,4404,-6636,4515,-4814,6007,-4595,-7101,5974
,3403,123.79938383797779,-5994,2034,-6414,-227,-5338,-8190,-3862,1990,1428,470,6080,-342,5266,2312
,3404,123.82723087173584,-3192,771,6836,1572,1016,7046,7831,-7021,4527,6345,7222,7672,7554,4711
,3405,123.85536400515578,-704,5920,8053,-668,-6417,-5429,5861,7864,-5667,-2301,3132,-2758,-6870,-5284
,3406,123.88123442809575,-2013,3517,-7762,-7793,4326,-1309,1868,-6642,-830,3859,-5935,1164,2231,-5918
,3407,123.91262413688992,-5303,110,1914,624,7725,-3988,7785,-2604,-4245,5913,-3063,-4053,-7581,6168
,3408,123.94098563685614,-6446,5986,-2982,7644,-1297,-753,7577,-1644,4541,-5247,6089,2437,-2388,326
,3409,123.96855041982667,2121,36,-7539,3760,1535,1286,3477,2947,-143,8170,-2337,-2950,7368,3174
,3410,123.99514100992754,-7672,-2181,2532,3274,-5299,7479,-7244,-949,-5979,6030,-6454,3136,-5626,-4152
,3411,124.02677832963984,1295,-3329,3716,-1816,4041,-8078,-5872,3362,6483,-3367,4348,-5453,-1968,-4055
,3412,124.05472971065873,4335,612,-1385,5294,3929,-7314,-3299,-5838,-890,4061,6606,813,1555,-4464
,3413,124.08432156746692,2741,-6883,-7832,5929,7249,-4048,-4859,-6089,-3996,-2765,-7205,-5896,-1884,7440
,3414,124.11500393868144,-4480,2412,1410,5325,7077,-1607,-6003,5659,3867,2338,4835,-3398,4965,-5493
,3415,124.14344284378788,4196,-5319,-5567,213,-3699,-15,5318,-8142,6143,-7730,-372,-2454,1428,-1808
,3416,124.17595257502525,-6067,-5245,-7558,4919,5893,5403,-6833,2122,2692,1360,5481,1535,-4827,-454
,3417,124.20574329034284,-5110,-2097,-1947,108,1463,3522,5598,-6203,7870,1991,1699,2629,3303,4251
,3418,124.2342454880501,3744,3763,7681,-3509,-7152,-6560,1117,-1038,-2487,7108,-3115,-72,1152,-3245
,3419,124.26374497187328,3213,6861,-2794,1995,-8056,798,-4978,-538,1795,7927,2121,-2273,1765,-309
,3420,124.29452356494718,4747,-383,1614,5782,7995,-1516,3766,-6176,6478,-852,6249,6298,1654,-2988
,3421,124.32629559526264,-1680,-5291,-6887,6829,-6747,2199,6732,5666,-4903,3331,-6299,5202,3597,-7715
,3422,124.35507533957764,3171,-4880,3750,-7986,-2741,7461,2944,-1598,-3445,4267,4708,-1888,-5307,5695
,3423,124.38213720296312,-4861,1165,2687,5154,-4724,-693,-1969,50,-3529,2251,5851,6666,-1741,6989
,3424,124.4095257930178,-625,-162,-7521,-8139,3797,-1817,-5385,-6057,-7402,-4682,-7501,1849,-1231,-6236
,3425,124.43964665622624,6839,-7024,3087,6070,-5866,824,-6928,-6871,1427,-5464,7187,7476,5844,-4581
,3426,124.46720887328051,-5486,-7095,6361,4252,-2473,4090,-4928,-6696,-6409,1937,-236,-1379,-1067,371
,3427,124.49719288762228,3035,3628,6047,6537,-834,7465,4669,-6289,4373,-3104,-1489,-757,-58,5671
,3428,124.52593542615165,4511,2680,-3256,-1323,-7845,-2065,2058,-7315,-7593,1895,577,3737,7130,7754
,3429,124.55929019914076,-8152,-5510,4329,-7726,-7473,4365,-7353,5825,-3492,-523,5198,-1751,105,-2743
,3430,124.58934691444294,2122,-2302,5402,-4655,3934,3697,7773,-1618,7450,3788,-6106,66,581,4671
,3431,124.61915944004865,-7821,2526,-6871,8046,-4983,1728,-3417,-7817,-7636,-1239,-1570,5827,6591,-2027
,3432,124.64912934185104,8047,-6943,1838,2428,-5459,-4609,-7913,2722,118,-1761,1838,4931,1579,-8190
,3433,124.68006231755267,6087,-3311,978,-7459,2462,-1340,5583,-6858,-6127,-2399,5915,-7931,-37,3597
,3434,124.70754670181401,-2911,2107,-4460,-5443,6976,-2192,5921,-6780,-1570,167,2176,-5163,-5794,1478
,3435,124.73583293490356,-6805,-8043,-263,-741,8151,6817,-7766,-6083,-7301,1951,-7138,-5915,-8036,-1465
,3436,124.76531873384008,-1565,7235,-8145,-2133,3818,4413,-1151,-1902,2510,-7001,-7159,1237,4402,-4243
,3437,124.79897542964129,-4441,1593,-5462,-2612,4805,6859,4634,-7660,1472,-979,940,2153,-2685,4674
,3438,124.8274335791196,3771,-4758,-4477,-5013,5739,7271,-4160,-7786,-1500,-4267,6013,-1111,5141,1423
,3439,124.85580619805623,-6813,-6485,-2154,3390,-4165,7365,-1369,-414,-894,-3189,-1021,4612,-494,-8177
,3440,124.88681700655079,-780,-3273,6712,8023,1312,-6404,-6651,7387,-3295,4117,-7900,2290,-717,3509
,3441,124.91820628769224,6450,-6728,7086,-6026,7953,969,2126,1582,2704,3568,3467,4772,569,-3487
,3442,124.94678546288702,2343,-6633,-7302,-7416,2055,-52,-6444,-6699,-4509,2118,-6370,4350,5586,-827
,3443,124.97498744839301,2600,968,-2800,2669,4174,-4980,-2863,-6002,-4537,-1187,1454,4946,-4537,8039
,3444,125.0055197135069,-4952,5110,-1456,-1010,-3998,-7381,-746,7643,-8182,128,-2747,6695,7907,-4977
,3445,125.03589075354974,-534,5893,-513,-7774,111,-6731,5928,-7024,-1597,6772,4905,-2554,-1958,-2049
,3446,125.06741431764162,-6796,7227,-3579,3944,-2950,-3984,-2490,-5118,971,6867,-1220,-2392,6071,2297
,3447,125.09560689478802,-5362,5860,-966,-962,440,7571,-1751,4591,8087,-7372,1191,740,-6228,3786
,3448,125.12409070342883,443,7906,2535,-399,-4419,-2581,413,6350,2216,-5626,631,-5537,4337,-5866
